full_id,osm_id,osm_type,railway,bus,natural,email,monorail,iata,highway,description,addr:housenumber,railway:ref,usage,source_url,indoor,emergency,defibrillator:location,bicycle,location,check_date:wheelchair,source:name,contact:url,name:pt,colour,type,name:es,name:ar,toilets:wheelchair,wheelchair:description,alt_name,light_rail,nohousenumber,addr:street,intercambiador,subway,station,layer,covered,old_name,ref,fare_zone,door,access,wikimedia_commons,internet_access,fare_area,addr:postcode,addr:city,level,entrance,wheelchair,wikipedia,wikidata,website,url,train,public_transport,platforms,operator:wikidata,operator,network:wikidata,network,name,contact:website
n79715911,"79715911",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es:Estación de Fuencarral (Cercanías Madrid),Q8779819,https://www.adif.es/-/17001-fuencarral,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_31,yes,station,"2",Q2476154,Renfe,Q1054785,Cercanías Madrid,Fuencarral,http://www.citram.es/HORARIOS/info.aspx?estacion=5_31
n354942331,"354942331",node,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,Metro Tres Olivos,
n390964073,"390964073",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",main,yes,,,,,,,,,,,,Acceso Calle del Simca,
n845763449,"845763449",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,https://www.adif.es/-/17003-el-goloso,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_37,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,El Goloso,http://www.citram.es/HORARIOS/info.aspx?estacion=5_37
n1152895181,"1152895181",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,A,"28021",Madrid,,,limited,es:Estación de Villaverde Bajo,Q2560615,https://www.adif.es/w/60100-villaverde-bajo,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_93,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Villaverde Bajo,https://www.citram.es/HORARIOS/info.aspx?estacion=5_93
n1534461496,"1534461496",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File:Estación Las Aguilas 1.jpg,,,,,,,,es:Estación de Las Águilas,Q5846576,https://www.adif.es/-/35602-las-%C3%81guilas,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_1,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Las Águilas,http://www.citram.es/HORARIOS/info.aspx?estacion=5_1
n2119739541,"2119739541",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hinged,yes,,,,,,,main,,,,,,,,,,,,,,
n2529914501,"2529914501",node,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,Mirasierra,
n2609596171,"2609596171",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35702",A,,,,,,,,,,no,es:Estación de Doce de Octubre,Q5846116,https://www.adif.es/w/35702-doce-octubre,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_26,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Doce de Octubre,https://www.citram.es/HORARIOS/info.aspx?estacion=5_26
n2609596185,"2609596185",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,https://www.adif.es/-/35609-embajadores,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_28,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Embajadores,http://www.citram.es/HORARIOS/info.aspx?estacion=5_28
n2609596192,"2609596192",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fanjul,"35601",,,,,,,,,,,no,es:Estación de Maestra Justa Freire-Polideportivo Aluche,Q5846227,https://www.adif.es/w/35601-m.justa-freire-p.a.,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_30,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Maestra Justa Freire-Polideportivo Aluche,http://www.citram.es/HORARIOS/info.aspx?estacion=5_30
n2609596200,"2609596200",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,https://www.adif.es/w/35608-laguna,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_40.aspx,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Laguna,http://www.citram.es/HORARIOS/info.aspx?estacion=5_40
n2609596207,"2609596207",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35704",,,,,,,,,,,no,es:Estación de Puente Alcocer,Q5846980,https://www.adif.es/-/35704-puente-alcocer,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_62,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Puente Alcocer,https://www.citram.es/HORARIOS/info.aspx?estacion=5_62
n3835419267,"3835419267",node,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,Q191987,Metro de Madrid,,
n4998670036,"4998670036",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,"1",yes,,,,,,,,A,,Madrid,,,yes,es:Estación de Nuevos Ministerios,Q2705508,https://www.metromadrid.es/es/linea/linea-6-circular#estacion-618,http://www.citram.es/HORARIOS/info.aspx?estacion=4_120,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Nuevos Ministerios,
n4999319356,"4999319356",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es:Estación de Recoletos,Q8841582,https://www.adif.es/w/18001-recoletos,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_65.aspx,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Recoletos,http://www.citram.es/HORARIOS/info.aspx?estacion=5_65
n5299261414,"5299261414",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,,,,,,,,,,,,,,no,es:Estación de Tetuán (Metro de Madrid),Q515413,https://www.metromadrid.es/es/linea/linea-1#estacion-103,http://www.citram.es/HORARIOS/info.aspx?estacion=4_3,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Tetuán,
n5299262123,"5299262123",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plaza de Castilla,yes,subway,,yes,,,,,,,,A,,Madrid,,,yes,es:Estación de Plaza de Castilla,Q2463399,https://www.metromadrid.es/es/linea/linea-1#estacion-101,http://www.citram.es/HORARIOS/info.aspx?estacion=4_190,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Plaza de Castilla,https://www.crtm.es/widgets/#/stop/4_190
n5299262124,"5299262124",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Calle de Agustín de Foxá,,yes,subway,,,,,,,,,,A,"28036",Madrid,,,yes,es:Estación de Madrid-Chamartín-Clara Campoamor,Q23081,https://www.metromadrid.es/es/linea/linea-1#estacion-151,http://www.citram.es/HORARIOS/info.aspx?estacion=4_261,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Chamartín,
n5299262125,"5299262125",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,,,,,,,,,,,,,,,es:Estación de Bambú,Q2244021,https://www.metromadrid.es/es/linea/linea-1#estacion-152,http://www.citram.es/HORARIOS/info.aspx?estacion=4_262,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Bambú,
n5299262126,"5299262126",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,subway,,,,,,,,,,A,,,,,,es:Estación de Pinar de Chamartín,Q921800,https://www.metromadrid.es/es/linea/linea-4#estacion-153,http://www.citram.es/HORARIOS/info.aspx?estacion=4_263,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Pinar de Chamartín,
n5299314561,"5299314561",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,,,,,,,,,A,,,,,yes,es:Estación de Valdecarros,Q667797,https://www.metromadrid.es/es/linea/linea-1#estacion-130,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Valdecarros,
n5299314562,"5299314562",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,,,,,,,,,A,,,,,yes,es:Estación de Las Suertes,Q3827256,https://www.metromadrid.es/es/linea/linea-1#estacion-129,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Las Suertes,
n5299314563,"5299314563",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n5299314564,"5299314564",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,,,,,,,,,A,,,,,yes,es:Estación de Congosto,Q934059,https://www.metromadrid.es/es/linea/linea-1#estacion-127,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Congosto,
n5299314565,"5299314565",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,,,,,,,,,A,,,,,yes,es:Estación de Villa de Vallecas,Q630441,https://www.metromadrid.es/es/linea/linea-1#estacion-126,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Villa de Vallecas,
n5299314566,"5299314566",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,,,,,,,,,A,,,,,yes,es:Estación de Sierra de Guadalupe,Q2479478,https://www.metromadrid.es/es/linea/linea-1#estacion-125,https://www.crtm.es/tu-transporte-publico/metro/estaciones/4_25,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Sierra de Guadalupe,http://www.citram.es/HORARIOS/info.aspx?estacion=4_25
n5299314567,"5299314567",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,,,,,,,,,A,,,,,,es:Estación de Miguel Hernández,Q2479837,https://www.metromadrid.es/es/linea/linea-1#estacion-124,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Miguel Hernández,
n5299314568,"5299314568",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,,,,,,,,,A,,,,,yes,es:Estación de Alto del Arenal,Q2479465,https://www.metromadrid.es/es/linea/linea-1#estacion-123,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Alto del Arenal,
n5299314569,"5299314569",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,,,,,,,,,A,,,,,,es:Estación de Buenos Aires (Metro de Madrid),Q2479851,https://www.metromadrid.es/es/linea/linea-1#estacion-122,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Buenos Aires,
n5299314570,"5299314570",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,,,,,,,,,A,,,,,yes,es:Estación de Portazgo,Q2479031,https://www.metromadrid.es/es/linea/linea-1#estacion-121,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Portazgo,
n5299314571,"5299314571",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,,,,,,,,,A,,,,,no,es:Estación de Nueva Numancia,Q2696516,https://www.metromadrid.es/es/linea/linea-1#estacion-120,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Nueva Numancia,
n5299314572,"5299314572",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,,,,,,,,,A,,,,,no,es:Estación de Puente de Vallecas,Q2479039,https://www.metromadrid.es/es/linea/linea-1#estacion-119,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Puente de Vallecas,
n5299314576,"5299314576",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,,Atocha Renfe,,,,,,,A,,,,,,es:Estación de Atocha,Q23093,https://www.metromadrid.es/es/linea/linea-1#estacion-116,http://www.citram.es/HORARIOS/info.aspx?estacion=4_16,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Atocha,
n5299314577,"5299314577",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,,Atocha,,,,,,,A,,,,,,es:Estación del Arte,Q2016175,https://www.metromadrid.es/es/linea/linea-1#estacion-115,http://www.citram.es/HORARIOS/info.aspx?estacion=4_15,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Estación del Arte,
n5299314578,"5299314578",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,No Lifts. Steps from all entrances and between platforms. (about 65 from platform to street),"Anton Martin Metro;Anton Martin Metro Station",,,,,yes,subway,,,,,,,,,,A,,,,,no,es:Estación de Antón Martín,Q2473940,https://www.metromadrid.es/es/linea/linea-1#estacion-114,http://www.citram.es/HORARIOS/info.aspx?estacion=4_14,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Antón Martín,
n5299314579,"5299314579",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,,,,,,,,,A,,,,,,es:Estación de Tirso de Molina,Q2474438,https://www.metromadrid.es/es/linea/linea-1#estacion-113,http://www.citram.es/HORARIOS/info.aspx?estacion=4_13,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Tirso de Molina,
n5299314581,"5299314581",node,station,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,no,es:Estación de Gran Vía,Q2729745,https://www.metromadrid.es/es/linea/linea-1#estacion-111,http://www.citram.es/HORARIOS/info.aspx?estacion=4_11,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Gran Vía,
n5299314583,"5299314583",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tribunal Metro;Tribunal Metro Station",,,,,yes,subway,,yes,,,,,,,,A,,,,,yes,es:Estación de Tribunal,Q2479844,https://www.metromadrid.es/es/linea/linea-1#estacion-110,http://www.citram.es/HORARIOS/info.aspx?estacion=4_10,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Tribunal,
n5299314587,"5299314587",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,Step-free from street via lifts,,,,,,yes,subway,,,,,,,,,,A,,,,,yes,es:Estación de Iglesia,Q1113361,https://www.metromadrid.es/es/linea/linea-1#estacion-108,http://www.citram.es/HORARIOS/info.aspx?estacion=4_8,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Iglesia,
n5299314588,"5299314588",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,,,,,,,,,A,,,,,no,es:Estación de Ríos Rosas,Q2479349,https://www.metromadrid.es/es/linea/linea-1#estacion-107,http://www.citram.es/HORARIOS/info.aspx?estacion=4_7,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Ríos Rosas,
n5299314590,"5299314590",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,,,,,,,,,A,,,,,no,es:Estación de Alvarado,Q664440,https://www.metromadrid.es/es/linea/linea-1#estacion-105,http://www.citram.es/HORARIOS/info.aspx?estacion=4_5,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Alvarado,
n5301853067,"5301853067",node,station,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,yes,subway,,,,,,,,,,,,,,,yes,es:Estación de Sol,Q1766008,https://www.metromadrid.es/es/linea/linea-1#estacion-112,http://www.citram.es/HORARIOS/info.aspx?estacion=4_35,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Sol,https://www.crtm.es/widgets/#/stop/4_35
n5301853068,"5301853068",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,,,,,,,,,,,,,,no,es:Estación de Valdeacederas,Q2055837,https://www.metromadrid.es/es/linea/linea-1#estacion-102,http://www.citram.es/HORARIOS/info.aspx?estacion=4_2,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Valdeacederas,
n5301853069,"5301853069",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,,,,,,,,,,,,,,no,es:Estación de Estrecho,Q2055525,https://www.metromadrid.es/es/linea/linea-1#estacion-104,http://www.citram.es/HORARIOS/info.aspx?estacion=4_4,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Estrecho,
n5302030275,"5302030275",node,station,,,,,,,,,,,,,,,,,,,,,,public_transport,Colombia,كولومبيا,no,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,limited,es:Estación de Colombia,Q2462831,https://www.metromadrid.es/es/linea/linea-9#estacion-802,http://www.citram.es/HORARIOS/info.aspx?estacion=4_156,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Colombia,
n5302030277,"5302030277",node,station,,,,,,,,,,,,,,,,,,,,,#FB57A1,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,yes,es:Estación de Pinar del Rey,Q2018370,,http://www.citram.es/HORARIOS/info.aspx?estacion=4_258,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Pinar del Rey,
n5302030279,"5302030279",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,yes,es:Estación de Mar de Cristal,Q2597956,https://www.metromadrid.es/es/linea/linea-4#estacion-418,http://www.citram.es/HORARIOS/info.aspx?estacion=4_71,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Mar de Cristal,
n5302030283,"5302030283",node,station,,,,,,,,,,,,,,,,,,,,,#FB57A1,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,yes,es:Estación de Feria de Madrid,Q2473865,,http://www.citram.es/HORARIOS/info.aspx?estacion=4_158,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Feria de Madrid,
n5302030284,"5302030284",node,station,,,,,,,,,,,,,,,,,,,,Aeroporto de Madrid T1-T2-T3,#FB57A1,,Aeropuerto T1-T2-T3,,,"Lifts down to ticket hall, and from there to platforms. Also stairs. Travelators to Terminals 3, 2 and 1.",,,,,,yes,subway,,yes,,,,,,,,A,,,,,yes,es:Estación de Aeropuerto T1-T2-T3,Q2477093,https://crtm.es/widgets/#/stop/4_159,http://www.citram.es/HORARIOS/info.aspx?estacion=4_159,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Aeropuerto T1-T2-T3,
n5302030285,"5302030285",node,station,,,,,,,,,,,,,,,,,,,,,#FB57A1,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,Madrid,,,yes,es:Estación de Barajas,Q2474414,,http://www.citram.es/HORARIOS/info.aspx?estacion=4_160,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Barajas,
n5302030286,"5302030286",node,station,,,,,,,,,,,,,,,,,,,https://crtm.es/widgets/#/stop/4_285,,#FB57A1,,,,,,,,,,,yes,subway,,yes,,,,,,,,,,Madrid,,,yes,,,https://www.metromadrid.es/es/linea/linea-8#estacion-808,http://www.citram.es/HORARIOS/info.aspx?estacion=4_285,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Aeropuerto T4,
n5302296020,"5302296020",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,,es:Estación de Manoteras,Q3844841,https://www.metromadrid.es/es/linea/linea-4#estacion-422,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Manoteras,
n5302296721,"5302296721",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,,es:Estación de Hortaleza,Q2056542,https://www.metromadrid.es/es/linea/linea-4#estacion-421,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Hortaleza,
n5302296722,"5302296722",node,station,,,,,,,,,,,,,,,,,,common knowledge,,,,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,Madrid,,,,es:Estación de Parque de Santa María,Q2481002,https://www.metromadrid.es/es/linea/linea-4#estacion-420,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Parque de Santa María,
n5302296724,"5302296724",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,yes,es:Estación de San Lorenzo,Q2481355,https://www.metromadrid.es/es/linea/linea-4#estacion-419,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,San Lorenzo,
n5302296726,"5302296726",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,yes,es:Estación de Canillas,Q2481265,https://www.metromadrid.es/es/linea/linea-4#estacion-417,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Canillas,
n5302296727,"5302296727",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,,es:Estación de Esperanza,Q2481243,https://www.metromadrid.es/es/linea/linea-4#estacion-416,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Esperanza,
n5302296728,"5302296728",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,no,es:Estación de Arturo Soria,Q2481371,https://www.metromadrid.es/es/linea/linea-4#estacion-415,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Arturo Soria,
n5302296729,"5302296729",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,,,,,,,,,A,,,,,,es:Estación de Avenida de la Paz,Q526358,https://www.metromadrid.es/es/linea/linea-4#estacion-414,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Avenida de la Paz,
n5302296730,"5302296730",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,,es:Estación de Alfonso XIII,Q2481187,https://www.metromadrid.es/es/linea/linea-4#estacion-413,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Alfonso XIII,
n5302296731,"5302296731",node,station,,,,,,,,,,,,,,,,,,,,,#9A6908,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,no,es:Estación de Prosperidad,Q2056525,https://www.metromadrid.es/es/linea/linea-4#estacion-412,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Prosperidad,
n5302296732,"5302296732",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,,es:Estación de Diego de León,Q2055658,https://www.metromadrid.es/es/linea/linea-4#estacion-410,http://www.citram.es/HORARIOS/info.aspx?estacion=4_63,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Diego de León,
n5302296733,"5302296733",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,Madrid,,,no,es:Estación de Lista,Q2479567,https://www.metromadrid.es/es/linea/linea-4#estacion-409,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Lista,
n5302296734,"5302296734",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,"Metro Goya;Goya Metro Station",,,,,yes,subway,,yes,,,,,,,,A,,Madrid,,,,es:Estación de Goya (Metro de Madrid),Q955699,https://www.metromadrid.es/es/linea/linea-4#estacion-203,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Goya,
n5302296735,"5302296735",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,Madrid,,,no,es:Estación de Velázquez (Metro de Madrid),Q2481170,https://www.metromadrid.es/es/linea/linea-4#estacion-407,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Velázquez,
n5302296736,"5302296736",node,station,,,,,,,,,,,,,,,,,,common knowledge,,,,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,Madrid,,,no,es:Estación de Serrano,Q2481179,https://www.metromadrid.es/es/linea/linea-4#estacion-406,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Serrano,
n5302296737,"5302296737",node,station,,,,,,,,,,,,,,,,,,common knowledge,,,,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,Madrid,,,no,es:Estación de Colón,Q2481248,https://www.metromadrid.es/es/linea/linea-4#estacion-405,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Colón,
n5302296738,"5302296738",node,station,,,,,,,,,,,,,,,,,,common knowledge,,,,,,,no,,"Metro Alonso Martínez;Alonso Martínez Metro Station;Metro Alonso Martinez;Alonso Martinez Metro Station",,,,,yes,subway,,yes,,,,,,,,A,,Madrid,,,no,es:Estación de Alonso Martínez,Q2481198,https://www.metromadrid.es/es/linea/linea-4#estacion-404,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Alonso Martínez,
n5302296740,"5302296740",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,Madrid,,,no,es:Estación de San Bernardo (Metro de Madrid),Q2055810,https://www.metromadrid.es/es/linea/linea-4#estacion-212,,,station,"4",,Metro de Madrid,Q191987,Metro de Madrid,San Bernardo,
n5302296743,"5302296743",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,yes,es:Estación de Argüelles,Q1890537,https://www.metromadrid.es/es/linea/linea-3#estacion-310,http://www.citram.es/HORARIOS/info.aspx?estacion=4_52,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Argüelles,https://www.crtm.es/widgets/#/stop/4_52
n5302313738,"5302313738",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,Madrid,,,no,es:Estación de Avenida de América,Q730768,https://www.metromadrid.es/es/linea/linea-4#estacion-411,http://www.citram.es/HORARIOS/info.aspx?estacion=4_141,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Avenida de América,
n5303127327,"5303127327",node,station,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,yes,es:Estación de Casa de Campo,Q568579,,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Casa de Campo,
n5303127329,"5303127329",node,station,,,,,,,,,,,,,,,,,2024-11-06,,,,#000000,,,,no,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,no,es:Estación de Campamento,Q2481364,,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Campamento,
n5303127330,"5303127330",node,station,,,,,,,,,,,,,,,,,,,,,#51D532,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,yes,es:Estación de Empalme,Q2057577,,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Empalme,
n5303127337,"5303127337",node,station,,,,,,,,,,,,,,,,,,,,,#51D532,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,yes,es:Estación de Eugenia de Montijo,Q2058271,,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Eugenia de Montijo,
n5303127338,"5303127338",node,station,,,,,,,,,,,,,,,,,2022-11-06,,,,#51D532,,,,no,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,no,es:Estación de Carabanchel,Q2056760,,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Carabanchel,
n5303127339,"5303127339",node,station,,,,,,,,,,,,,,,,,,,,,#51D532,,,,no,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,no,es:Estación de Vista Alegre,Q616210,,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Vista Alegre,
